Company Name,Ticker,Industry,Business Model 1,Business Model 2,Business Model 3,Company Power #1,Company Power #2,Company Power #3,Mechanism #1,Mechanism #2,Mechanism #3
N-able Inc.,NABL_US,Enterprise Software: Security,B2B Software,Mission-Critical Products & Services,Serial Acquirer,Switching Costs,Scale,Brand,Switching Costs: Data-Portability Frictions,Scale: Learning-Curve Effects,Brand: Trust Halo
"NakedWines.com, Inc.",WINE_GB,Online Wine,Vertically Integrated Retailer,Marketplaces & Platforms,,Scale,Brand,Network Effects,Scale: Purchasing Clout,Brand: Trust Halo,Network Effects: Cross-Side
Nasdaq Inc.,NDAQ_US,Financial Data,Marketplaces & Platforms,B2B Software,Mission-Critical Products & Services,Network Effects,Switching Costs,Scale,Network Effects: Cross-Side,Switching Costs: Data-Portability Frictions,Scale: Area/Volume Relationships
Natera Inc.,NTRA_US,Genetic Testing,Mission-Critical Products & Services,Unique IP & Brands,B2B Software,Cornered Resource,Switching Costs,Scale,Cornered Resource: Exclusive Ip,Switching Costs: Data-Portability Frictions,Scale: Learning-Curve Effects
Nathan's Famous Inc.,NATH_US,QSR,Franchisors,Unique IP & Brands,Low Cost Operators,Brand,Scale,Cornered Resource,Brand: Emotional Resonance,Scale: Purchasing Clout,Cornered Resource: Exclusive Ip
National Beverage Corp.,FIZZ_US,Soft Drinks,Unique IP & Brands,Low Cost Operators,,Brand,Scale,Cornered Resource,Brand: Emotional Resonance,Scale: Purchasing Clout,Cornered Resource: Exclusive Ip
National Energy Services Reunited Corp.,NESR_US,Production Services,Mission-Critical Products & Services,Low Cost Operators,B2B Middlemen,Scale,Switching Costs,Process Power,Scale: Area/Volume Relationships,Switching Costs: Contractual Lock-In,Process Power: Proprietary Routines
National HealthCare Corporation,NHC_US,Skilled Nursing,Mission-Critical Products & Services,Low Cost Operators,Serial Acquirer,Scale,Switching Costs,Cornered Resource,Scale: Purchasing Clout,Switching Costs: Contractual Lock-In,Cornered Resource: Scarce Natural Asset
National Vision Holdings Inc.,EYE_US,Optical Retail,Vertically Integrated Retailer,Low Cost Operators,Serial Acquirer,Scale,Process Power,Brand,Scale: Purchasing Clout,Process Power: Proprietary Routines,Brand: Trust Halo
Natural Grocers by Vitamin Cottage Inc.,NGVC_US,Supermarkets,Vertically Integrated Retailer,Low Cost Operators,,Brand,Counter-Positioning,Cornered Resource,Brand: Trust Halo,Counter-Positioning: Entrant Model Incumbents Can'T Mimic Without Self-Harm,Cornered Resource: Scarce Natural Asset
Nature's Sunshine Products Inc.,NATR_US,Nutritional Supplements,Unique IP & Brands,Vertically Integrated Retailer,,Brand,Scale,Process Power,Brand: Trust Halo,Scale: Purchasing Clout,Process Power: Proprietary Routines
nCino Inc.,NCNO_US,Enterprise Software: VMS,B2B Software,Mission-Critical Products & Services,,Switching Costs,Scale,Process Power,Switching Costs: Data-Portability Frictions,Scale: Learning-Curve Effects,Process Power: Proprietary Routines
NEC Corporation,6701_JP,Telecom Equipment,Mission-Critical Products & Services,B2B Software,Physical Infra & Networks,Switching Costs,Scale,Process Power,Switching Costs: Contractual Lock-In,Scale: Purchasing Clout,Process Power: Proprietary Routines
NEC Corporation,6701_JP,IT Services,B2B Software,Mission-Critical Products & Services,Physical Infra & Networks,Switching Costs,Scale,Process Power,Switching Costs: Data-Portability Frictions,Scale: Learning-Curve Effects,Process Power: Proprietary Routines
Nemetschek Group,NEM_DE,Design Software,B2B Software,Mission-Critical Products & Services,Serial Acquirer,Switching Costs,Scale,Network Effects,Switching Costs: Retraining Time,Scale: Learning-Curve Effects,Network Effects: Same-Side
Neogen Corporation,NEOG_US,Diversified,Mission-Critical Products & Services,B2B Software,Serial Acquirer,Switching Costs,Scale,Process Power,Switching Costs: Retraining Time,Scale: Purchasing Clout,Process Power: Proprietary Routines
NeoGenomics Inc.,NASDAQCM:NEO,Cancer Diagnostics,Mission-Critical Products & Services,B2B Software,Serial Acquirer,Scale,Switching Costs,Process Power,Scale: Learning-Curve Effects,Switching Costs: Data-Portability Frictions,Process Power: Proprietary Routines
Nestlé,NESN_CH,Food Conglomerate,Unique IP & Brands,Serial Acquirer,Low Cost Operators,Brand,Scale,Process Power,Brand: Trust Halo,Scale: Purchasing Clout,Process Power: Proprietary Routines
NetApp Inc.,NTAP_US,Enterprise Software: Analytics,B2B Software,Mission-Critical Products & Services,OEMs w/ Installed Base,Switching Costs,Scale,Brand,Switching Costs: Data-Portability Frictions,Scale: Learning-Curve Effects,Brand: Trust Halo
Netcompany Holdings,NETC_DK,IT Services,B2B Software,Mission-Critical Products & Services,,Switching Costs,Process Power,Scale,Switching Costs: Retraining Time,Process Power: Proprietary Routines,Scale: Learning-Curve Effects
Netflix Inc,NFLX_US,Streaming Platform,Unique IP & Brands,Marketplaces & Platforms,Serial Acquirer,Scale,Brand,Cornered Resource,Scale: Purchasing Clout,Brand: Emotional Resonance,Cornered Resource: Exclusive Ip
Newell Brands Inc.,NWL_US,Housewares & Specialties,Unique IP & Brands,Serial Acquirer,Low Cost Operators,Brand,Scale,Process Power,Brand: Trust Halo,Scale: Purchasing Clout,Process Power: Proprietary Routines
NewMarket Corp,NEU_US,Fuel Additives,Mission-Critical Products & Services,Unique IP & Brands,Serial Acquirer,Switching Costs,Cornered Resource,Scale,Switching Costs: Retraining Time,Cornered Resource: Exclusive Ip,Scale: Purchasing Clout
News Corporation,NWSA_US,Newspapers & Magazines,Unique IP & Brands,Serial Acquirer,Marketplaces & Platforms,Brand,Scale,Cornered Resource,Brand: Trust Halo,Scale: Purchasing Clout,Cornered Resource: Exclusive Ip
Nexans S.A./ADR,NEX_FR,Fiber Cables,Mission-Critical Products & Services,Physical Infra & Networks,OEMs w/ Installed Base,Scale,Switching Costs,Process Power,Scale: Purchasing Clout,Switching Costs: Contractual Lock-In,Process Power: Proprietary Routines
Nexi Group,NEXI_IT,Payment Processing,Marketplaces & Platforms,B2B Software,Physical Infra & Networks,Network Effects,Switching Costs,Scale,Network Effects: Cross-Side,Switching Costs: Data-Portability Frictions,Scale: Area/Volume Relationships
Nexstar Media Group Inc.,NXST_US,TV Stations,Physical Infra & Networks,Serial Acquirer,Low Cost Operators,Cornered Resource,Scale,Process Power,Cornered Resource: Scarce Natural Asset,Scale: Purchasing Clout,Process Power: Proprietary Routines
Nextdoor Holdings Inc.,KIND_US,Neighborhood Social,Marketplaces & Platforms,Auctions & Classifieds,,Network Effects,Brand,Scale,Network Effects: Same-Side,Brand: Trust Halo,Scale: Area/Volume Relationships
Nextracker Inc.,NASDAQGS:NXT,Solar Tracking,Mission-Critical Products & Services,OEMs w/ Installed Base,Low Cost Operators,Scale,Process Power,Switching Costs,Scale: Purchasing Clout,Process Power: Proprietary Routines,Switching Costs: Contractual Lock-In
NFI Group,NFI_CA,Heavy Equipment: Transportation,OEMs w/ Installed Base,Mission-Critical Products & Services,Low Cost Operators,Scale,Switching Costs,Process Power,Scale: Purchasing Clout,Switching Costs: Retraining Time,Process Power: Proprietary Routines
NICE Ltd,NICE_US,Enterprise Software and ERP,B2B Software,Mission-Critical Products & Services,Serial Acquirer,Switching Costs,Scale,Process Power,Switching Costs: Data-Portability Frictions,Scale: Learning-Curve Effects,Process Power: Proprietary Routines
Nidec Corporation,6594_JP,Electrical Components: Motors,OEMs w/ Installed Base,Mission-Critical Products & Services,Serial Acquirer,Scale,Process Power,Switching Costs,Scale: Purchasing Clout,Process Power: Proprietary Routines,Switching Costs: Retraining Time
Nike Inc.,NKE_US,Athletic Footwear,Unique IP & Brands,Vertically Integrated Retailer,,Brand,Scale,Cornered Resource,Brand: Status Signaling,Scale: Purchasing Clout,Cornered Resource: Superstar Talent
Nikon,7731_JP,Semiconductor Lithography,Mission-Critical Products & Services,Unique IP & Brands,OEMs w/ Installed Base,Cornered Resource,Scale,Switching Costs,Cornered Resource: Exclusive Ip,Scale: Learning-Curve Effects,Switching Costs: Retraining Time
NIO Inc.,NIO_US,EV Auto,OEMs w/ Installed Base,Unique IP & Brands,Vertically Integrated Retailer,Brand,Scale,Counter-Positioning,Brand: Status Signaling,Scale: Purchasing Clout,Counter-Positioning: Entrant Model Incumbents Can't Mimic Without Self-Harm
Nippon Paint Holdings,4612_JP,Automotive Refinish,Mission-Critical Products & Services,Unique IP & Brands,Serial Acquirer,Scale,Brand,Process Power,Scale: Purchasing Clout,Brand: Trust Halo,Process Power: Proprietary Routines
Nippon Telegraph & Telephone Corp,9432_JP,Telecom Infrastructure,Physical Infra & Networks,Mission-Critical Products & Services,B2B Software,Scale,Switching Costs,Cornered Resource,Scale: Area/Volume Relationships,Switching Costs: Contractual Lock-In,Cornered Resource: Exclusive Ip
Nissan Motor Co. Ltd.,7201_JP,Auto OEM,OEMs w/ Installed Base,Low Cost Operators,Unique IP & Brands,Scale,Brand,Process Power,Scale: Purchasing Clout,Brand: Trust Halo,Process Power: Proprietary Routines
Nitori,9843_JP,Home Furnishings,Vertically Integrated Retailer,Low Cost Operators,,Scale,Process Power,Brand,Scale: Purchasing Clout,Process Power: Proprietary Routines,Brand: Trust Halo
Nitto Denko Corporation,6988_JP,Adhesive Films,Mission-Critical Products & Services,Unique IP & Brands,OEMs w/ Installed Base,Scale,Switching Costs,Process Power,Scale: Learning-Curve Effects,Switching Costs: Retraining Time,Process Power: Proprietary Routines
Nokia Corporation Sponsored,NOKIA_FI,Telecom Equipment,Physical Infra & Networks,B2B Software,Mission-Critical Products & Services,Scale,Switching Costs,Cornered Resource,Scale: Purchasing Clout,Switching Costs: Contractual Lock-In,Cornered Resource: Exclusive Ip
Nomad Foods Limited,NOMD_US,Frozen Foods,Unique IP & Brands,Low Cost Operators,Serial Acquirer,Brand,Scale,Process Power,Brand: Trust Halo,Scale: Purchasing Clout,Process Power: Proprietary Routines
Nomura Research Institute Ltd,4307_JP,IT Services,B2B Software,Mission-Critical Products & Services,B2B Middlemen,Switching Costs,Scale,Process Power,Switching Costs: Data-Portability Frictions,Scale: Learning-Curve Effects,Process Power: Proprietary Routines
Nongfu Spring Co Ltd,9633_HK,Bottled Water,Unique IP & Brands,Low Cost Operators,Vertically Integrated Retailer,Brand,Scale,Cornered Resource,Brand: Trust Halo,Scale: Purchasing Clout,Cornered Resource: Scarce Natural Asset
Noodles & Company,NDLS_US,Fast Casual Dining,Franchisors,Low Cost Operators,Vertically Integrated Retailer,Scale,Brand,Process Power,Scale: Purchasing Clout,Brand: Trust Halo,Process Power: Proprietary Routines
Nordic Semiconductor ASA/ADR,NOD_NO,Fabless Design,Unique IP & Brands,OEMs w/ Installed Base,B2B Software,Cornered Resource,Switching Costs,Scale,Cornered Resource: Exclusive Ip,Switching Costs: Data-Portability Frictions,Scale: Learning-Curve Effects
Nordstrom Inc.,JWN_US,Department Store,Vertically Integrated Retailer,Unique IP & Brands,,Brand,Scale,Process Power,Brand: Trust Halo,Scale: Purchasing Clout,Process Power: Proprietary Routines
Norfolk Southern Corporation,NSC_US,Railroads,Physical Infra & Networks,Low Cost Operators,Mission-Critical Products & Services,Cornered Resource,Scale,Switching Costs,Cornered Resource: Scarce Natural Asset,Scale: Area/Volume Relationships,Switching Costs: Contractual Lock-In
Northrop Grumman Corporation,NOC_US,Defense Contractor,Mission-Critical Products & Services,OEMs w/ Installed Base,Unique IP & Brands,Cornered Resource,Switching Costs,Scale,Cornered Resource: Exclusive Ip,Switching Costs: Contractual Lock-In,Scale: Learning-Curve Effects
Northwest Pipe Company,NWPX_US,Construction and Engineering: Pipe Manufacturing,Low Cost Operators,Mission-Critical Products & Services,Physical Infra & Networks,Scale,Process Power,Cornered Resource,Scale: Purchasing Clout,Process Power: Proprietary Routines,Cornered Resource: Scarce Natural Asset
Norwegian Cruise Line Holdings Ltd.,NCLH_US,Cruise Operator,Unique IP & Brands,Physical Infra & Networks,Low Cost Operators,Scale,Brand,Cornered Resource,Scale: Purchasing Clout,Brand: Emotional Resonance,Cornered Resource: Scarce Natural Asset
NOV Inc.,NOV_US,Drilling Equipment,OEMs w/ Installed Base,Mission-Critical Products & Services,Serial Acquirer,Scale,Switching Costs,Brand,Scale: Purchasing Clout,Switching Costs: Retraining Time,Brand: Trust Halo
Nova Ltd.,NVMI_US,Semiconductor Metrology/Inspection,Mission-Critical Products & Services,Unique IP & Brands,B2B Software,Switching Costs,Cornered Resource,Scale,Switching Costs: Retraining Time,Cornered Resource: Exclusive Ip,Scale: Learning-Curve Effects
NovoCure Limited,NVCR_US,Oncology Devices,Mission-Critical Products & Services,Unique IP & Brands,OEMs w/ Installed Base,Cornered Resource,Switching Costs,Scale,Cornered Resource: Exclusive Ip,Switching Costs: Retraining Time,Scale: Learning-Curve Effects
NTT Data Corp ADR,9613_JP,IT Services,B2B Software,Mission-Critical Products & Services,Serial Acquirer,Scale,Switching Costs,Process Power,Scale: Purchasing Clout,Switching Costs: Contractual Lock-In,Process Power: Proprietary Routines
Nu Skin Enterprises Inc.,NUS_US,MLM Marketing,Unique IP & Brands,Marketplaces & Platforms,Franchisors,Network Effects,Brand,Scale,Network Effects: Same-Side,Brand: Trust Halo,Scale: Purchasing Clout
Nutanix Inc.,NTNX_US,Infrastructure Software,B2B Software,Mission-Critical Products & Services,,Switching Costs,Scale,Network Effects,Switching Costs: Data-Portability Frictions,Scale: Learning-Curve Effects,Network Effects: Data Network Effects
Nutrien Ltd.,NTR_CA,Full-Range Fertilizers,Low Cost Operators,Physical Infra & Networks,Serial Acquirer,Scale,Cornered Resource,Process Power,Scale: Purchasing Clout,Cornered Resource: Scarce Natural Asset,Process Power: Proprietary Routines
NV5 Global Inc.,NVEE_US,Construction and Engineering: Infrastructure Consulting,Mission-Critical Products & Services,Serial Acquirer,B2B Software,Scale,Switching Costs,Cornered Resource,Scale: Purchasing Clout,Switching Costs: Contractual Lock-In,Cornered Resource: Superstar Talent
nVent Electric plc,NVT_US,Industrial Connectors,Mission-Critical Products & Services,OEMs w/ Installed Base,Serial Acquirer,Switching Costs,Scale,Brand,Switching Costs: Retraining Time,Scale: Purchasing Clout,Brand: Trust Halo
NVR Inc.,NVR_US,Residential Construction,Low Cost Operators,Vertically Integrated Retailer,,Scale,Process Power,Cornered Resource,Scale: Purchasing Clout,Process Power: Proprietary Routines,Cornered Resource: Scarce Natural Asset
NXP Semiconductors N.V.,NXPI_US,Semiconductors: IDM,Mission-Critical Products & Services,Unique IP & Brands,OEMs w/ Installed Base,Scale,Cornered Resource,Switching Costs,Scale: Area/Volume Relationships,Cornered Resource: Exclusive Ip,Switching Costs: Retraining Time
Oatly Group AB,OTLY_US,Plant-Based Beverages,Unique IP & Brands,Low Cost Operators,,Brand,Counter-Positioning,Scale,Brand: Emotional Resonance,Counter-Positioning: Entrant Model Incumbents Can'T Mimic Without Self-Harm,Scale: Purchasing Clout
OBIC,4684_JP,Enterprise Software,B2B Software,Mission-Critical Products & Services,,Switching Costs,Process Power,Scale,Switching Costs: Data-Portability Frictions,Process Power: Proprietary Routines,Scale: Learning-Curve Effects
Oceaneering International Inc.,OII_US,Offshore Services,Mission-Critical Products & Services,Physical Infra & Networks,Low Cost Operators,Cornered Resource,Scale,Switching Costs,Cornered Resource: Scarce Natural Asset,Scale: Purchasing Clout,Switching Costs: Contractual Lock-In
Oci N.V.,OCI_NL,Nitrogen Fertilizers,Low Cost Operators,Physical Infra & Networks,Mission-Critical Products & Services,Scale,Cornered Resource,Process Power,Scale: Area/Volume Relationships,Cornered Resource: Scarce Natural Asset,Process Power: Proprietary Routines
ODDITY Tech Ltd.,ODD_US,Beauty E-commerce,Unique IP & Brands,Vertically Integrated Retailer,B2B Software,Process Power,Brand,Scale,Process Power: Proprietary Routines,Brand: Trust Halo,Scale: Learning-Curve Effects
O-I Glass Inc.,OI_US,Glass Containers,Low Cost Operators,Physical Infra & Networks,Mission-Critical Products & Services,Scale,Cornered Resource,Process Power,Scale: Area/Volume Relationships,Cornered Resource: Scarce Natural Asset,Process Power: Proprietary Routines
Oil States International Inc.,OIS_US,Equipment Manufacturing,Mission-Critical Products & Services,OEMs w/ Installed Base,Low Cost Operators,Switching Costs,Scale,Process Power,Switching Costs: Contractual Lock-In,Scale: Purchasing Clout,Process Power: Proprietary Routines
